item-name	item-description	listing-id	seller-sku	price	quantity	open-date	image-url	item-is-marketplace	product-id-type	zshop-shipping-fee	item-note	item-condition	zshop-category1	zshop-browse-path	zshop-storefront-feature	asin1	asin2	asin3	will-ship-internationally	expedited-shipping	zshop-boldface	product-id	bid-for-featured-placement	add-delete	pending-quantity	fulfillment-channel	merchant-shipping-group	status
Sena Outrush R Solid Helmet X-Large Glossy White		1004AQLOSYQ	01002174	269	25	2023-10-04 03:49:32 PDT		y	1			11				B09ZQ34WDT						B09ZQ34WDT			0	DEFAULT	Migrated Template	Active
Sena Outrush R Solid Helmet Small Matte Black		1004AQO4PTK	01002176	269	36	2023-10-04 03:49:32 PDT		y	1			11				B09ZQ4QHFT						B09ZQ4QHFT			0	DEFAULT	Migrated Template	Active
Sena Outrush R Solid Helmet Medium Matte Black		1004AQRD6IT	01002177	269	42	2023-10-04 03:49:32 PDT		y	1			11				B09ZQ5MTY4						B09ZQ5MTY4			0	DEFAULT	Migrated Template	Active
Sena Outrush R Solid Helmet Large Matte Black		1004AQRCFW3	01002178	269	63	2023-10-04 03:49:32 PDT		y	1			11				B09ZQ3XXNB						B09ZQ3XXNB			0	DEFAULT	Migrated Template	Active
Sena Outrush R Solid Helmet X-Large Matte Black		1004AQOCKRJ	01002179	269	21	2023-10-04 03:49:32 PDT		y	1			11				B09ZQ5656S						B09ZQ5656S			0	DEFAULT	Migrated Template	Active
Shoei RF-1400 Prologue Helmet (X-Small) (RED/Black)		1002ALHH7L4	0101-1001-03	679.99	9	2023-10-02 03:48:55 PDT		y	1			11				B08QTTTNLK						B08QTTTNLK			0	DEFAULT	Migrated Template	Active
Shoei RF-1400 Prologue Helmet (X-Small) (RED/Black)		1002ALC518S	0101-1001-04	679.99	5	2023-10-02 03:48:55 PDT		y	1			11				B08QTTTNLK						B08QTTTNLK			0	DEFAULT	Migrated Template	Active
Shoei RF-1400 Prologue Helmet (X-Small) (RED/Black)		1002AL95EM2	0101-1001-05	679.99	26	2023-10-02 03:48:55 PDT		y	1			11				B08QTTTNLK						B08QTTTNLK			0	DEFAULT	Migrated Template	Active
Shoei RF-1400 Prologue Helmet (X-Small) (RED/Black)		1002AL969C3	0101-1001-06	679.99	26	2023-10-02 03:48:55 PDT		y	1			11				B08QTTTNLK						B08QTTTNLK			0	DEFAULT	Migrated Template	Active
Shoei RF-1400 Prologue Helmet (X-Small) (RED/Black)		1002ALFHO6Z	0101-1001-07	679.99	18	2023-10-02 03:48:55 PDT		y	1			11				B08QTTTNLK						B08QTTTNLK			0	DEFAULT	Migrated Template	Active
Shoei RF-1400 Prologue Helmet (X-Small) (RED/Black)		1002AL974GT	0101-1001-08	679.99	13	2023-10-02 03:48:55 PDT		y	1			11				B08QTTTNLK						B08QTTTNLK			0	DEFAULT	Migrated Template	Active
Shoei RF-1400 Prologue Helmet (X-Small) (RED/Black)		1002ALKRC8C	0101-1004-08	679.99	1	2023-10-02 06:27:21 PDT		y	1			11				B08QTTTNLK						B08QTTTNLK			0	DEFAULT	Migrated Template	Active
Shoei RF-1400 Prologue Helmet (X-Small) (RED/Black)		1002ALJ4ATB	0101-1005-03	679.99	1	2023-10-02 06:27:21 PDT		y	1			11				B08QTTTNLK						B08QTTTNLK			0	DEFAULT	Migrated Template	Active
Shoei RF-1400 Prologue Helmet (X-Small) (RED/Black)		1002ALEV1X8	0101-1005-04	679.99	6	2023-10-02 06:27:21 PDT		y	1			11				B08QTTTNLK						B08QTTTNLK			0	DEFAULT	Migrated Template	Active
Shoei RF-1400 Prologue Helmet (X-Small) (RED/Black)		1002ALEZQNY	0101-1005-05	679.99	26	2023-10-02 06:27:21 PDT		y	1			11				B08QTTTNLK						B08QTTTNLK			0	DEFAULT	Migrated Template	Active
Shoei RF-1400 Prologue Helmet (X-Small) (RED/Black)		1002ALK6C3X	0101-1005-06	679.99	26	2023-10-02 06:27:21 PDT		y	1			11				B08QTTTNLK						B08QTTTNLK			0	DEFAULT	Migrated Template	Active
Shoei RF-1400 Prologue Helmet (X-Small) (RED/Black)		1002ALGH056	0101-1005-07	679.99	25	2023-10-02 06:27:21 PDT		y	1			11				B08QTTTNLK						B08QTTTNLK			0	DEFAULT	Migrated Template	Active
Shoei RF-1400 Prologue Helmet (X-Small) (RED/Black)		1002ALEXLLI	0101-1005-08	679.99	6	2023-10-02 06:27:21 PDT		y	1			11				B08QTTTNLK						B08QTTTNLK			0	DEFAULT	Migrated Template	Active
Shoei RF-1400 Prologue Helmet (X-Small) (RED/Black)		1002ALJ44GK	0101-1008-04	679.99	9	2023-10-02 06:27:21 PDT		y	1			11				B08QTTTNLK						B08QTTTNLK			0	DEFAULT	Migrated Template	Active
Shoei RF-1400 Prologue Helmet (X-Small) (RED/Black)		1002ALEWTNI	0101-1008-05	679.99	3	2023-10-02 06:27:21 PDT		y	1			11				B08QTTTNLK						B08QTTTNLK			0	DEFAULT	Migrated Template	Active
Shoei RF-1400 Prologue Helmet (X-Small) (RED/Black)		1002ALM4KXE	0101-1008-08	679.99	1	2023-10-02 06:27:21 PDT		y	1			11				B08QTTTNLK						B08QTTTNLK			0	DEFAULT	Migrated Template	Active
Shoei RF-1400 Prologue Helmet (X-Small) (RED/Black)		1002ALFGB3U	0101-1010-04	679.99	1	2023-10-02 03:48:55 PDT		y	1			11				B08QTTTNLK						B08QTTTNLK			0	DEFAULT	Migrated Template	Active
Shoei RF-1400 Prologue Helmet (X-Small) (RED/Black)		1002ALCIM0X	0101-1010-08	679.99	2	2023-10-02 03:48:55 PDT		y	1			11				B08QTTTNLK						B08QTTTNLK			0	DEFAULT	Migrated Template	Active
Shoei RF-1400 Prologue Helmet (X-Small) (RED/Black)		1002ALDB4WA	0101-1011-05	679.99	13	2023-10-02 03:48:55 PDT		y	1			11				B08QTTTNLK						B08QTTTNLK			0	DEFAULT	Migrated Template	Active
Shoei RF-1400 Prologue Helmet (X-Small) (RED/Black)		1002ALH7E3Q	0101-1011-06	679.99	13	2023-10-02 03:48:55 PDT		y	1			11				B08QTTTNLK						B08QTTTNLK			0	DEFAULT	Migrated Template	Active
Shoei RF-1400 Prologue Helmet (X-Small) (RED/Black)		1002ALAVV2S	0101-1011-07	679.99	19	2023-10-02 03:48:55 PDT		y	1			11				B08QTTTNLK						B08QTTTNLK			0	DEFAULT	Migrated Template	Active
Shoei RF-1400 Prologue Helmet (X-Small) (RED/Black)		1002ALFGH8Q	0101-1011-08	679.99	1	2023-10-02 03:48:55 PDT		y	1			11				B08QTTTNLK						B08QTTTNLK			0	DEFAULT	Migrated Template	Active
Shoei RF-1400 Nocturne Helmet (X-Small) (White/RED/Green)		1002ALEWN2S	0101-1104-04	679.99	1	2023-10-02 06:27:21 PDT		y	1			11				B08QTXY2D4						B08QTXY2D4			0	DEFAULT	Migrated Template	Active
Shoei RF-1400 Nocturne Helmet (X-Small) (White/RED/Green)		1002ALKVRGJ	0101-1104-05	679.99	11	2023-10-02 06:27:21 PDT		y	1			11				B08QTXY2D4						B08QTXY2D4			0	DEFAULT	Migrated Template	Active
Shoei RF-1400 Nocturne Helmet (X-Small) (White/RED/Green)		1002ALCFD4T	0101-1104-06	679.99	5	2023-10-02 03:42:06 PDT		y	1			11				B08QTXY2D4						B08QTXY2D4			0	DEFAULT	Migrated Template	Active
Shoei RF-1400 Nocturne Helmet (X-Small) (White/RED/Green)		1002ALAGKJ7	0101-1104-07	679.99	1	2023-10-02 03:42:06 PDT		y	1			11				B08QTXY2D4						B08QTXY2D4			0	DEFAULT	Migrated Template	Active
Shoei RF-1400 Nocturne Helmet (X-Small) (White/RED/Green)		1002ALAFVPG	0101-1104-08	679.99	7	2023-10-02 03:42:06 PDT		y	1			11				B08QTXY2D4						B08QTXY2D4			0	DEFAULT	Migrated Template	Active
Shoei RF-1400 Nocturne Helmet (X-Small) (White/RED/Green)		1002AL7E3VG	0101-1105-04	679.99	16	2023-10-02 03:42:06 PDT		y	1			11				B08QTXY2D4						B08QTXY2D4			0	DEFAULT	Migrated Template	Active
Shoei RF-1400 Nocturne Helmet (X-Small) (White/RED/Green)		1002ALFDLRL	0101-1105-05	679.99	26	2023-10-02 03:42:06 PDT		y	1			11				B08QTXY2D4						B08QTXY2D4			0	DEFAULT	Migrated Template	Active
Shoei RF-1400 Nocturne Helmet (X-Small) (White/RED/Green)		1002ALAWAAN	0101-1105-06	679.99	19	2023-10-02 03:42:06 PDT		y	1			11				B08QTXY2D4						B08QTXY2D4			0	DEFAULT	Migrated Template	Active
Shoei RF-1400 Nocturne Helmet (X-Small) (White/RED/Green)		1002AL7CJJ6	0101-1105-07	679.99	26	2023-10-02 03:42:06 PDT		y	1			11				B08QTXY2D4						B08QTXY2D4			0	DEFAULT	Migrated Template	Active
Shoei RF-1400 Nocturne Helmet (X-Small) (White/RED/Green)		1002ALAYAYV	0101-1105-08	679.99	17	2023-10-02 03:42:06 PDT		y	1			11				B08QTXY2D4						B08QTXY2D4			0	DEFAULT	Migrated Template	Active
Shoei RF-1400 Nocturne Helmet (X-Small) (White/RED/Green)		1002ALD7YEO	0101-1107-04	679.99	13	2023-10-02 03:42:06 PDT		y	1			11				B08QTXY2D4						B08QTXY2D4			0	DEFAULT	Migrated Template	Active
Shoei RF-1400 Nocturne Helmet (X-Small) (White/RED/Green)		1002ALGUMVD	0101-1107-05	679.99	4	2023-10-02 03:42:06 PDT		y	1			11				B08QTXY2D4						B08QTXY2D4			0	DEFAULT	Migrated Template	Active
Shoei RF-1400 Nocturne Helmet (X-Small) (White/RED/Green)		1002ALHBYDX	0101-1107-06	679.99	26	2023-10-02 03:42:06 PDT		y	1			11				B08QTXY2D4						B08QTXY2D4			0	DEFAULT	Migrated Template	Active
Shoei RF-1400 Nocturne Helmet (X-Small) (White/RED/Green)		1002ALD6X8I	0101-1107-07	679.99	21	2023-10-02 03:42:06 PDT		y	1			11				B08QTXY2D4						B08QTXY2D4			0	DEFAULT	Migrated Template	Active
Shoei RF-1400 Nocturne Helmet (X-Small) (White/RED/Green)		1002ALAV31Q	0101-1107-08	679.99	11	2023-10-02 03:42:06 PDT		y	1			11				B08QTXY2D4						B08QTXY2D4			0	DEFAULT	Migrated Template	Active
Shoei RF-1400 Arcane Men's Street Motorcycle Helmet - TC-10 / X-Small		1002ALKSIQB	0101-1210-03	679.99	1	2023-10-02 06:27:21 PDT		y	1			11				B08R1LLSKN						B08R1LLSKN			0	DEFAULT	Migrated Template	Active
Shoei RF-1400 Arcane Men's Street Motorcycle Helmet - TC-10 / X-Small		1002ALBTNVO	0101-1210-07	679.99	13	2023-10-02 06:27:21 PDT		y	1			11				B08R1LLSKN						B08R1LLSKN			0	DEFAULT	Migrated Template	Active
Shoei RF-1400 Arcane Men's Street Motorcycle Helmet - TC-10 / X-Small		1002ALBVKL5	0101-1210-08	679.99	6	2023-10-02 06:27:21 PDT		y	1			11				B08R1LLSKN						B08R1LLSKN			0	DEFAULT	Migrated Template	Active
Shoei RF-1400 Scanner Men's Street Motorcycle Helmet - TC-5 Matte / X-Small		1002AL95GG3	0101-1305-03	679.99	5	2023-10-02 03:54:06 PDT		y	1			11				B08QVR22R7						B08QVR22R7			0	DEFAULT	Migrated Template	Active
Shoei RF-1400 Scanner Men's Street Motorcycle Helmet - TC-5 Matte / X-Small		1002AL7E60U	0101-1305-04	679.99	4	2023-10-02 03:54:06 PDT		y	1			11				B08QVR22R7						B08QVR22R7			0	DEFAULT	Migrated Template	Active
Shoei RF-1400 Scanner Men's Street Motorcycle Helmet - TC-5 Matte / X-Small		1002ALGZ2F4	0101-1305-05	679.99	26	2023-10-02 03:54:06 PDT		y	1			11				B08QVR22R7						B08QVR22R7			0	DEFAULT	Migrated Template	Active
Shoei RF-1400 Scanner Men's Street Motorcycle Helmet - TC-5 Matte / X-Small		1002ALDDQTN	0101-1305-06	679.99	26	2023-10-02 03:54:06 PDT		y	1			11				B08QVR22R7						B08QVR22R7			0	DEFAULT	Migrated Template	Active
Shoei RF-1400 Scanner Men's Street Motorcycle Helmet - TC-5 Matte / X-Small		1002ALAZYZ5	0101-1305-07	679.99	26	2023-10-02 03:54:06 PDT		y	1			11				B08QVR22R7						B08QVR22R7			0	DEFAULT	Migrated Template	Active
Shoei RF-1400 Scanner Men's Street Motorcycle Helmet - TC-5 Matte / X-Small		1002AL7FGAX	0101-1305-08	679.99	11	2023-10-02 03:54:06 PDT		y	1			11				B08QVR22R7						B08QVR22R7			0	DEFAULT	Migrated Template	Active
Shoei RF-1400 Faust Men's Street Motorcycle Helmet - TC-5 / X-Small		1002ALCXD7C	0101-1405-04	679.99	21	2023-10-02 03:48:55 PDT		y	1			11				B08QVF9DB4						B08QVF9DB4			0	DEFAULT	Migrated Template	Active
Shoei RF-1400 Faust Men's Street Motorcycle Helmet - TC-5 / X-Small		1002AL7COXC	0101-1405-05	679.99	26	2023-10-02 03:48:55 PDT		y	1			11				B08QVF9DB4						B08QVF9DB4			0	DEFAULT	Migrated Template	Active
Shoei RF-1400 Faust Men's Street Motorcycle Helmet - TC-5 / X-Small		1002AL97TM7	0101-1405-06	679.99	13	2023-10-02 03:48:55 PDT		y	1			11				B08QVF9DB4						B08QVF9DB4			0	DEFAULT	Migrated Template	Active
Shoei RF-1400 Faust Men's Street Motorcycle Helmet - TC-5 / X-Small		1002ALC4X7O	0101-1405-07	679.99	26	2023-10-02 03:48:55 PDT		y	1			11				B08QVF9DB4						B08QVF9DB4			0	DEFAULT	Migrated Template	Active
Shoei RF-1400 Faust Men's Street Motorcycle Helmet - TC-5 / X-Small		1002ALH1Y7J	0101-1405-08	679.99	19	2023-10-02 03:48:55 PDT		y	1			11				B08QVF9DB4						B08QVF9DB4			0	DEFAULT	Migrated Template	Active
Shoei RF-1400 Mural Men's Street Motorcycle Helmet - TC-10 / X-Small		1002ALBTNW1	0101-1510-07	679.99	2	2023-10-02 06:27:21 PDT		y	1			11				B08QTXN9CQ						B08QTXN9CQ			0	DEFAULT	Migrated Template	Active
Shoei RF-1400 Mural Men's Street Motorcycle Helmet - TC-10 / X-Small		1002AL7D39F	0101-1510-08	679.99	6	2023-10-02 03:48:55 PDT		y	1			11				B08QTXN9CQ						B08QTXN9CQ			0	DEFAULT	Migrated Template	Active
Shoei RF-1400 Dedicated 2 Men's Street Motorcycle Helmet - TC-5 / X-Small		1002ALEY1L3	0101-1605-03	679.99	1	2023-10-02 06:27:21 PDT		y	1			11				B08RX288Q5						B08RX288Q5			0	DEFAULT	Migrated Template	Active
Shoei RF-1400 Dedicated 2 Men's Street Motorcycle Helmet - TC-5 / X-Small		1002ALJ3B5X	0101-1605-04	679.99	26	2023-10-02 06:27:21 PDT		y	1			11				B08RX288Q5						B08RX288Q5			0	DEFAULT	Migrated Template	Active
Shoei RF-1400 Dedicated 2 Men's Street Motorcycle Helmet - TC-5 / X-Small		1002ALKRC50	0101-1605-05	679.99	26	2023-10-02 06:27:21 PDT		y	1			11				B08RX288Q5						B08RX288Q5			0	DEFAULT	Migrated Template	Active
Shoei RF-1400 Dedicated 2 Men's Street Motorcycle Helmet - TC-5 / X-Small		1002ALEV6Q6	0101-1605-06	679.99	26	2023-10-02 06:27:21 PDT		y	1			11				B08RX288Q5						B08RX288Q5			0	DEFAULT	Migrated Template	Active
Shoei RF-1400 Dedicated 2 Men's Street Motorcycle Helmet - TC-5 / X-Small		1002AL8FBR6	0101-1605-07	679.99	26	2023-10-02 06:27:21 PDT		y	1			11				B08RX288Q5						B08RX288Q5			0	DEFAULT	Migrated Template	Active
Shoei RF-1400 Dedicated 2 Men's Street Motorcycle Helmet - TC-5 / X-Small		1002ALEWV3A	0101-1605-08	679.99	19	2023-10-02 06:27:21 PDT		y	1			11				B08RX288Q5						B08RX288Q5			0	DEFAULT	Migrated Template	Active
Shoei RF-1400 Fortress Men's Street Motorcycle Helmet - TC-1 / X-Small		1002ALHDPBH	0101-1701-03	679.99	5	2023-10-02 03:54:06 PDT		y	1			11				B09FND8253						B09FND8253			0	DEFAULT	Migrated Template	Active
Shoei RF-1400 Fortress Men's Street Motorcycle Helmet - TC-1 / X-Small		1002AL94KIJ	0101-1701-04	679.99	16	2023-10-02 03:54:06 PDT		y	1			11				B09FND8253						B09FND8253			0	DEFAULT	Migrated Template	Active
Shoei RF-1400 Fortress Men's Street Motorcycle Helmet - TC-1 / X-Small		1002AL96TVA	0101-1701-05	679.99	23	2023-10-02 03:54:06 PDT		y	1			11				B09FND8253						B09FND8253			0	DEFAULT	Migrated Template	Active
Shoei RF-1400 Fortress Men's Street Motorcycle Helmet - TC-1 / X-Small		1002AL962FM	0101-1701-06	679.99	23	2023-10-02 03:54:06 PDT		y	1			11				B09FND8253						B09FND8253			0	DEFAULT	Migrated Template	Active
Shoei RF-1400 Fortress Men's Street Motorcycle Helmet - TC-1 / X-Small		1002ALJ1ZXM	0101-1701-07	679.99	10	2023-10-02 06:27:21 PDT		y	1			11				B09FND8253						B09FND8253			0	DEFAULT	Migrated Template	Active
Shoei RF-1400 Fortress Men's Street Motorcycle Helmet - TC-1 / X-Small		1002ALGCTXK	0101-1701-08	679.99	3	2023-10-02 06:27:21 PDT		y	1			11				B09FND8253						B09FND8253			0	DEFAULT	Migrated Template	Active
Shoei RF-1400 Fortress Men's Street Motorcycle Helmet - TC-1 / X-Small		1002ALBUEAL	0101-1706-03	679.99	1	2023-10-02 06:27:21 PDT		y	1			11				B09FND8253						B09FND8253			0	DEFAULT	Migrated Template	Active
Shoei RF-1400 Fortress Men's Street Motorcycle Helmet - TC-1 / X-Small		1002ALEYYWD	0101-1706-05	679.99	26	2023-10-02 06:27:21 PDT		y	1			11				B09FND8253						B09FND8253			0	DEFAULT	Migrated Template	Active
Shoei RF-1400 Fortress Men's Street Motorcycle Helmet - TC-1 / X-Small		1002ALBUIDL	0101-1706-06	679.99	26	2023-10-02 06:27:21 PDT		y	1			11				B09FND8253						B09FND8253			0	DEFAULT	Migrated Template	Active
Shoei RF-1400 Fortress Men's Street Motorcycle Helmet - TC-1 / X-Small		1002AL8ELXP	0101-1706-07	679.99	24	2023-10-02 06:27:21 PDT		y	1			11				B09FND8253						B09FND8253			0	DEFAULT	Migrated Template	Active
Shoei RF-1400 Fortress Men's Street Motorcycle Helmet - TC-1 / X-Small		1002ALJ6ZMJ	0101-1706-08	679.99	5	2023-10-02 06:27:21 PDT		y	1			11				B09FND8253						B09FND8253			0	DEFAULT	Migrated Template	Active
Shoei RF-1400 Accolade Helmet (X-Small) (Matte Grey/Blue/Yellow)		1002ALA3CNK	0101-1810-03	679.99	1	2023-10-02 06:27:21 PDT		y	1			11				B09G4HXDGX						B09G4HXDGX			0	DEFAULT	Migrated Template	Active
Shoei RF-1400 Accolade Helmet (X-Small) (Matte Grey/Blue/Yellow)		1002ALGCTV2	0101-1810-04	679.99	1	2023-10-02 06:27:21 PDT		y	1			11				B09G4HXDGX						B09G4HXDGX			0	DEFAULT	Migrated Template	Active
Shoei RF-1400 Accolade Helmet (X-Small) (Matte Grey/Blue/Yellow)		1002ALEXJQO	0101-1810-08	679.99	3	2023-10-02 06:27:21 PDT		y	1			11				B09G4HXDGX						B09G4HXDGX			0	DEFAULT	Migrated Template	Active
Shoei RF-1400 MM93 Retro Men's Street Motorcycle Helmet - TC-10 / X-Small		1002ALH7N8Z	0101-1910-03	729.99	3	2023-10-02 03:54:06 PDT		y	1			11				B0B7LWJSS6						B0B7LWJSS6			0	DEFAULT	Migrated Template	Active
Shoei RF-1400 MM93 Retro Men's Street Motorcycle Helmet - TC-10 / X-Small		1002ALAZ4C8	0101-1910-04	729.99	13	2023-10-02 03:54:06 PDT		y	1			11				B0B7LWJSS6						B0B7LWJSS6			0	DEFAULT	Migrated Template	Active
Shoei RF-1400 MM93 Retro Men's Street Motorcycle Helmet - TC-10 / X-Small		1002ALAXQPU	0101-1910-05	729.99	26	2023-10-02 03:54:06 PDT		y	1			11				B0B7LWJSS6						B0B7LWJSS6			0	DEFAULT	Migrated Template	Active
Shoei RF-1400 MM93 Retro Men's Street Motorcycle Helmet - TC-10 / X-Small		1002ALAXYE6	0101-1910-06	729.99	26	2023-10-02 03:54:06 PDT		y	1			11				B0B7LWJSS6						B0B7LWJSS6			0	DEFAULT	Migrated Template	Active
Shoei RF-1400 MM93 Retro Men's Street Motorcycle Helmet - TC-10 / X-Small		1002AL7F101	0101-1910-07	729.99	22	2023-10-02 03:54:06 PDT		y	1			11				B0B7LWJSS6						B0B7LWJSS6			0	DEFAULT	Migrated Template	Active
Shoei RF-1400 MM93 Retro Men's Street Motorcycle Helmet - TC-10 / X-Small		1002AL7CWLJ	0101-1910-08	729.99	10	2023-10-02 03:54:06 PDT		y	1			11				B0B7LWJSS6						B0B7LWJSS6			0	DEFAULT	Migrated Template	Active
Shoei RF-1400 MM93 Rush Men's Street Motorcycle Helmet - TC-5 / X-Small		1002ALDBP43	0101-2005-03	729.99	5	2023-10-02 03:54:06 PDT		y	1			11				B0BG6P3VSN						B0BG6P3VSN			0	DEFAULT	Migrated Template	Active
Shoei RF-1400 MM93 Rush Men's Street Motorcycle Helmet - TC-5 / X-Small		1002ALGZG6P	0101-2005-04	729.99	12	2023-10-02 03:54:06 PDT		y	1			11				B0BG6P3VSN						B0BG6P3VSN			0	DEFAULT	Migrated Template	Active
Shoei RF-1400 MM93 Rush Men's Street Motorcycle Helmet - TC-5 / X-Small		1002ALCPLWL	0101-2005-05	729.99	26	2023-10-02 03:54:06 PDT		y	1			11				B0BG6P3VSN						B0BG6P3VSN			0	DEFAULT	Migrated Template	Active
Shoei RF-1400 MM93 Rush Men's Street Motorcycle Helmet - TC-5 / X-Small		1002ALAVQMZ	0101-2005-06	729.99	24	2023-10-02 03:54:06 PDT		y	1			11				B0BG6P3VSN						B0BG6P3VSN			0	DEFAULT	Migrated Template	Active
Shoei RF-1400 MM93 Rush Men's Street Motorcycle Helmet - TC-5 / X-Small		1002ALGWSVY	0101-2005-07	729.99	21	2023-10-02 03:54:06 PDT		y	1			11				B0BG6P3VSN						B0BG6P3VSN			0	DEFAULT	Migrated Template	Active
Shoei RF-1400 MM93 Rush Men's Street Motorcycle Helmet - TC-5 / X-Small		1002AL94XXI	0101-2005-08	729.99	8	2023-10-02 03:54:06 PDT		y	1			11				B0BG6P3VSN						B0BG6P3VSN			0	DEFAULT	Migrated Template	Active
SHOEI RF-1400 Yonder (X-Small)		1002ALEWR3K	0101-2202-07	679.99	22	2023-10-02 06:27:21 PDT		y	1			11				B0BS1YGMJ7						B0BS1YGMJ7			0	DEFAULT	Migrated Template	Active
SHOEI RF-1400 Yonder (X-Small)		1002AL8E97Y	0101-2202-08	679.99	7	2023-10-02 06:27:21 PDT		y	1			11				B0BS1YGMJ7						B0BS1YGMJ7			0	DEFAULT	Migrated Template	Active
Arai Quantum-X Solid Adult Street Motorcycle Helmet - Pearl Black/Small		1002ALKUPQG	010115695	699.95	2	2023-10-02 06:08:40 PDT		y	1			11				B085T183T8						B085T183T8			0	DEFAULT	Migrated Template	Active
Arai Quantum-X Solid Adult Street Motorcycle Helmet - Pearl Black/Medium		1002ALGD6MJ	010115696	699.95	6	2023-10-02 06:08:40 PDT		y	1			11				B084Z47ZN2						B084Z47ZN2			0	DEFAULT	Migrated Template	Active
Arai Quantum-X Solid Adult Street Motorcycle Helmet - Pearl Black/Large		1002ALEMZT8	010115697	699.95	6	2023-10-02 06:08:40 PDT		y	1			11				B084KN77QD						B084KN77QD			0	DEFAULT	Migrated Template	Active
Arai Quantum-X Solid Adult Street Motorcycle Helmet - Pearl Black/X-Large		1002ALII5T6	010115698	699.95	3	2023-10-02 06:08:40 PDT		y	1			11				B0817B6CYW						B0817B6CYW			0	DEFAULT	Migrated Template	Active
Arai Quantum-X Solid Adult Street Motorcycle Helmet - White/Medium		1002ALEO9ZN	010115702	699.95	4	2023-10-02 06:08:40 PDT		y	1			11				B085T5T5M4						B085T5T5M4			0	DEFAULT	Migrated Template	Active
Arai Quantum-X Solid Adult Street Motorcycle Helmet - White/Large		1002ALGC7FZ	010115703	699.95	4	2023-10-02 06:08:40 PDT		y	1			11				B084JF1GKV						B084JF1GKV			0	DEFAULT	Migrated Template	Active
Arai Quantum-X Men's Street Motorcycle Helmet - White / X-Large		1002AL9ZT0K	010115704	699.95	4	2023-10-02 06:08:40 PDT		y	1			11				B085TCZHPH						B085TCZHPH			0	DEFAULT	Migrated Template	Active
Arai Quantum-X Solid Adult Street Motorcycle Helmet - White / 2X-Large		1002AL8CQV5	010115705	699.95	4	2023-10-02 06:08:40 PDT		y	1			11				B085T9Y13F						B085T9Y13F			0	DEFAULT	Migrated Template	Active
Arai Quantum-X Solid Adult Street Motorcycle Helmet - Black Frost/X-Small		1002ALEMB0V	010115706	719.95	3	2023-10-02 06:08:40 PDT		y	1			11				B085T6H2T7						B085T6H2T7			0	DEFAULT	Migrated Template	Active
Arai Quantum-X Solid Adult Street Motorcycle Helmet - Black Frost/Small		1002ALEPMVH	010115707	719.95	7	2023-10-02 06:08:40 PDT		y	1			11				B082P4YQQ8						B082P4YQQ8			0	DEFAULT	Migrated Template	Active
Arai Quantum-X Solid Adult Street Motorcycle Helmet - Black Frost/Medium		1002ALGCDVB	010115708	719.95	21	2023-10-02 06:08:40 PDT		y	1			11				B08179XG4G						B08179XG4G			0	DEFAULT	Migrated Template	Active
Arai Quantum-X Solid Adult Street Motorcycle Helmet - Black Frost/Large		1002ALEPQ13	010115709	719.95	23	2023-10-02 06:08:40 PDT		y	1			11				B082P4FYM1						B082P4FYM1			0	DEFAULT	Migrated Template	Active
Arai Quantum-X Solid Adult Street Motorcycle Helmet - Black Frost/X-Large		1002ALEMB1N	010115710	719.95	13	2023-10-02 06:08:40 PDT		y	1			11				B085TBM81Z						B085TBM81Z			0	DEFAULT	Migrated Template	Active
Arai Quantum-X Solid Adult Street Motorcycle Helmet - Black Frost / 2X-Large		1002ALENWAC	010115711	719.95	11	2023-10-02 06:08:40 PDT		y	1			11				B085SYV73W						B085SYV73W			0	DEFAULT	Migrated Template	Active
Arai Quantum-X Solid Adult Street Motorcycle Helmet - Aluminum Silver/X-Small		1002ALI12KC	010115712	719.95	1	2023-10-02 06:08:40 PDT		y	1			11				B084JP3NFQ						B084JP3NFQ			0	DEFAULT	Migrated Template	Active
Arai Quantum-X Solid Adult Street Motorcycle Helmet - Aluminum Silver/Small		1002ALA09V6	010115713	719.95	11	2023-10-02 06:08:40 PDT		y	1			11				B085TCXMJH						B085TCXMJH			0	DEFAULT	Migrated Template	Active
Arai Quantum-X Solid Adult Street Motorcycle Helmet - Aluminum Silver/Medium		1002ALIZF12	010115714	719.95	1	2023-10-02 06:08:40 PDT		y	1			11				B085T16SV9						B085T16SV9			0	DEFAULT	Migrated Template	Active
Arai Quantum-X Solid Adult Street Motorcycle Helmet - Aluminum Silver/X-Large		1002ALGCXLW	010115716	719.95	5	2023-10-02 06:08:40 PDT		y	1			11				B08178P7TZ						B08178P7TZ			0	DEFAULT	Migrated Template	Active
Arai Quantum-X Solid Adult Street Motorcycle Helmet - Aluminum Silver / 2X-Large		1002ALGCXKY	010115717	719.95	3	2023-10-02 06:08:40 PDT		y	1			11				B085T2BRLH						B085T2BRLH			0	DEFAULT	Migrated Template	Active
Arai Quantum-X Solid Adult Street Motorcycle Helmet - Diamond Black/Small		1002ALEN6IS	010115719	719.95	7	2023-10-02 06:08:40 PDT		y	1			11				B084J7RCPF						B084J7RCPF			0	DEFAULT	Migrated Template	Active
Arai Quantum-X Solid Adult Street Motorcycle Helmet - Diamond Black/Medium		1002ALMBPSQ	010115720	719.95	25	2023-10-02 06:08:40 PDT		y	1			11				B085SVTN3Y						B085SVTN3Y			0	DEFAULT	Migrated Template	Active
